playerRanking,gamesPlayed,minutesPlayed,effectiveFieldGoalPercentage,trueShootingPercentage,offensiveReboundsPercentage,defensiveReboundsPercentage,reboundsPercentage,assistsToTurnoversRatio,assistsRatio,turnoversRatio,twoPointAttemptsRatio,threePointAttemptsRatio,freeThrowsRate,possesions,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl
205,38.0,26.346929824561403,53.6%,56.7%,4.3%,16.8%,10.4%,1.3,10.9%,8.3%,30.9%,42.3%,23.7%,12.0,012610,"WARD, TYSON",27,https://media-cdn.incrowdsports.com/61069904-5d06-40a8-9ee9-ab296c388b64.png,PRS,PBB,Paris Basketball,https://media-cdn.incrowdsports.com/a033e5b3-0de7-48a3-98d9-d9a4b9df1f39.png
206,61.0,20.389071038251366,54.9%,57.9%,6%,15.8%,10.8%,1.0,13.6%,12.9%,49.9%,14.6%,31.7%,12.8,007870,"DAVIES, BRANDON",33,https://media-cdn.incrowdsports.com/81408ad9-aed4-4316-8d83-7f2f4eada6cf.png,PAM;PAR,VBC;PAR,Valencia Basket;Partizan Mozzart Bet Belgrade,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
207,34.0,24.780882352941177,51.5%,55.6%,2%,10.9%,6.4%,2.4,30.6%,12.6%,40%,11.1%,24.7%,15.4,013367,"FORREST, TRENT",26,https://media-cdn.incrowdsports.com/2258a1a6-ef61-4594-a6c6-7c07e2afbd60.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
208,80.0,20.933541666666667,66.9%,70.8%,6.4%,15.4%,10.9%,1.3,12.3%,9.2%,39.9%,30.1%,27.5%,9.5,008829,"PETERS, ALEC",29,https://media-cdn.incrowdsports.com/415ba270-d601-4231-b0c8-e5a66d318117.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
209,72.0,24.993518518518517,50.1%,56.4%,0.9%,9.7%,5.3%,2.0,22.9%,11.3%,35.4%,21.5%,35.8%,15.8,011212,"OKOBO, ELIE",27,https://media-cdn.incrowdsports.com/2383a124-8ef4-4332-80e6-2205022f82e9.png,MCO,ASM,AS Monaco,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
210,72.0,16.047453703703706,59.8%,63.4%,12.9%,20.2%,16.6%,0.3,4.9%,14.3%,63.7%,1.8%,53.7%,9.4,003196,"HERNANGOMEZ, WILLY",30,https://media-cdn.incrowdsports.com/a2cfd3c3-b886-48ab-a783-67513f66faf1.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
210,24.0,20.038194444444446,60.2%,62.1%,6.4%,22%,14.5%,0.6,8.4%,14.6%,51.3%,20%,18.4%,11.5,013379,"METU, CHIMEZIE",27,https://media-cdn.incrowdsports.com/987ca277-8334-4862-a166-c8dd1a20ad4b.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
212,54.0,18.30246913580247,55.5%,60.1%,7.8%,18.6%,13.2%,1.2,11.1%,9.5%,52.2%,12.1%,53.8%,10.7,011194,"PETRUSEV, FILIP",24,https://media-cdn.incrowdsports.com/7f05aaaf-31e4-47a1-acd2-6347627a537d.png,OLY;RED,OLY;CZV,Olympiacos Piraeus;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
213,73.0,26.761415525114153,58.2%,60.8%,5.9%,12.5%,9.2%,1.4,14.4%,10%,47.8%,19.4%,28.7%,12.0,011226,"DIALLO, ALPHA",27,https://media-cdn.incrowdsports.com/b80081ad-c850-47c6-9b59-132e98bbaf5b.png,MCO,ASM,AS Monaco,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
214,37.0,22.64144144144144,58.3%,60.9%,2.8%,7.1%,4.9%,2.2,28.9%,13.2%,19.5%,33.2%,22.9%,17.0,006435,"LAPROVITTOLA, NICOLAS",34,https://media-cdn.incrowdsports.com/4d4c3cab-382d-4c79-a6dd-8994acdd821e.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
215,65.0,24.716410256410256,52.7%,57.3%,4.5%,13.7%,9.1%,1.8,23.1%,12.5%,37.7%,18.8%,31.7%,14.1,009549,"CORDINIER, ISAIA",28,https://media-cdn.incrowdsports.com/e3fac696-389b-4586-8dac-0ecf02251464.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png
216,33.0,27.725757575757576,51%,57.3%,5.2%,10.9%,8%,1.5,13.1%,8.8%,50.2%,18.5%,30.9%,13.4,013382,"RANDOLPH, LEVI",32,https://media-cdn.incrowdsports.com/aea07f5d-99a0-4194-8a18-68d5a759e5ba.png,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
217,36.0,18.723148148148148,65%,68.1%,12.8%,14.6%,13.7%,0.5,9.8%,17.9%,56.9%,1%,56.8%,11.3,011157,"MOTLEY, JOHNATHAN",28,https://media-cdn.incrowdsports.com/7018bc3a-7915-4c0a-aca8-63baa0264e46.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
218,42.0,24.14166666666667,55.4%,58.8%,2.7%,8.4%,5.6%,2.0,20.8%,10.5%,17.4%,46%,19.1%,15.7,006661,"WILBEKIN, SCOTTIE",31,https://media-cdn.incrowdsports.com/dfcc2d01-1bfe-465a-81dd-f51457ff4287.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
219,33.0,21.975252525252525,68.1%,67.6%,14.8%,18.4%,16.6%,0.9,9.8%,10.8%,66.8%,0%,42.7%,8.4,010545,"SAKO, NEAL",26,https://media-cdn.incrowdsports.com/b2bf2145-3598-4c59-816e-8bba61c4b4bd.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
220,69.0,25.86497584541063,51.2%,55.4%,2.2%,7.4%,4.7%,1.3,13.5%,10.7%,34.2%,35.6%,19.6%,19.0,011987,"EDWARDS, CARSEN",26,https://media-cdn.incrowdsports.com/06c34b65-ca83-4e3e-8eda-b6c708dbccaf.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
221,74.0,27.553603603603605,50.5%,52.9%,2.6%,13.6%,8%,2.6,33.9%,13.3%,31.7%,16.9%,20.1%,17.7,009048,"MILLER-MCINTYRE, CODI",30,https://media-cdn.incrowdsports.com/13f89e15-0622-4088-980d-a71fed39f12f.png,BAS;RED,BKN;CZV,Baskonia Vitoria-Gasteiz;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
222,37.0,25.791441441441442,52.4%,56.2%,2.7%,7.4%,5.1%,1.4,13.7%,9.8%,30.5%,36.7%,31.6%,18.7,013380,"FOURNIER, EVAN",32,https://media-cdn.incrowdsports.com/eefac20f-c371-476e-8294-f052e98bf0f3.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
223,66.0,20.007575757575758,63.3%,65.5%,14%,17.3%,15.6%,0.8,10.7%,13.3%,62.1%,0%,51.3%,9.4,011981,"JONES, TYRIQUE",27,https://media-cdn.incrowdsports.com/01ff430d-de44-400a-ab89-ce01b5bd6ef9.png,IST;PAR,EFS;PAR,Anadolu Efes Istanbul;Partizan Mozzart Bet Belgrade,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
224,32.0,27.755729166666665,60.8%,65%,3.7%,10.5%,7.2%,1.6,18.9%,11.5%,37.9%,23.9%,28.6%,13.6,007400,"NUNNALLY, JAMES",33,https://media-cdn.incrowdsports.com/e0743b50-f31d-4f3a-95a9-2c96603f4c5e.png,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
225,50.0,22.984666666666666,55.6%,58.2%,8.8%,17.2%,13%,1.0,11.3%,11.3%,58.2%,11.5%,25.1%,13.4,004194,"LAUVERGNE, JOFFREY",33,https://media-cdn.incrowdsports.com/2c5d0d04-968c-4590-9924-d0e7a7b23110.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
226,67.0,22.43681592039801,49.5%,55.2%,2.4%,9.4%,5.8%,1.8,22.2%,12.2%,23.1%,32.8%,39.6%,17.4,007975,"FRANCISCO, SYLVAIN",27,https://media-cdn.incrowdsports.com/471953cb-7f06-42cc-8fec-0405eabb4029.png,MUN;ZAL,BAY;ZAL,FC Bayern Munich;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
227,33.0,25.795454545454547,54.7%,57.7%,0.8%,8.9%,4.8%,2.4,24.9%,10.2%,39.4%,20.1%,20.5%,16.9,010568,"JONES, CHRIS",30,https://media-cdn.incrowdsports.com/7cbec5f6-7aa3-49d1-8db1-7dc304a70c37.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png
228,62.0,24.959139784946238,51.8%,57%,3.6%,16.1%,10%,1.5,18.9%,12.6%,38.4%,23%,26.3%,15.7,009846,"BRYANT, ELIJAH",29,https://media-cdn.incrowdsports.com/884c7881-bc0b-4b2c-b95f-3f1abf3a8fa7.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
229,53.0,21.102515723270443,54.2%,61.5%,1.5%,8.3%,4.9%,1.9,26.7%,14%,22.2%,28.4%,39%,16.2,002100,"DE COLO, NANDO",37,https://media-cdn.incrowdsports.com/168b2cb2-e32f-47b6-8a0f-c49fd080db79.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
230,60.0,26.33277777777778,64.1%,67.2%,6.9%,18.9%,12.9%,1.6,17.8%,11.4%,43.1%,19.1%,31.7%,8.6,007230,"SEDEKERSKIS, TADAS",26,https://media-cdn.incrowdsports.com/a033b3ef-7790-421f-82fa-6aa8192098d4.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
231,76.0,19.895394736842103,65.8%,68.2%,13.3%,17.1%,15.3%,1.1,10.9%,10.1%,64.4%,1.5%,44.9%,8.6,004887,"POIRIER, VINCENT",31,https://media-cdn.incrowdsports.com/d24532c7-b1b3-42b5-b5e9-232d495fce34.png,MAD;IST,RMB;EFS,Real Madrid;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
232,56.0,26.373214285714287,56.1%,60.1%,7.3%,16.1%,11.6%,0.8,10.6%,13%,50.3%,17.6%,28.4%,13.4,007056,"BOOKER, DEVIN",33,https://media-cdn.incrowdsports.com/603a8758-e88a-4d71-935e-c73e1201ec7c.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
233,73.0,21.385388127853883,58%,63.8%,3.4%,11.1%,7.5%,1.5,15.5%,10.4%,35.3%,26.6%,44.9%,13.6,006540,"MUSA, DZANAN",25,https://media-cdn.incrowdsports.com/33402fc3-96cf-4e53-ac32-2a46bc19b3d1.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
234,62.0,21.60725806451613,60.1%,64.1%,8.6%,13.4%,11%,1.5,13.7%,9.4%,63.5%,3%,35.7%,11.2,000925,"VESELY, JAN",34,https://media-cdn.incrowdsports.com/4be34f64-45a0-4d95-8b9d-a9259354d99e.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
235,76.0,25.185087719298245,56.2%,59.5%,2.6%,18.8%,11.2%,0.9,8.3%,9.2%,37.3%,38.9%,19%,14.5,003108,"HEZONJA, MARIO",29,https://media-cdn.incrowdsports.com/d61126dd-e3ac-46de-b012-42fd1ba92f1d.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
236,73.0,23.83675799086758,56.2%,63.9%,2.5%,10%,6.4%,2.6,33.1%,12.7%,20.2%,25%,45.8%,15.6,001926,"SLOUKAS, KOSTAS",34,https://media-cdn.incrowdsports.com/ff4f77e9-8492-462b-9661-d6ca746d51c6.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
237,27.0,23.589506172839506,67%,71.7%,5.5%,17.5%,11.9%,1.1,10.8%,9.6%,37%,30.5%,40.5%,9.2,010357,"YABUSELE, GUERSCHON",28,https://media-cdn.incrowdsports.com/7836b84b-e952-47c7-9683-4f8645eea386.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
238,27.0,22.183333333333334,58.5%,66.5%,7.3%,16.2%,11.7%,0.3,3.4%,12.7%,40.9%,26.3%,56.2%,12.0,011982,"OJELEYE, SEMI",29,https://media-cdn.incrowdsports.com/2578af9b-c461-4517-a65f-de6ca1388bf4.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png
239,56.0,19.01547619047619,59.5%,66.5%,16.9%,20.1%,18.5%,1.0,10.8%,10.3%,63.1%,0%,56.9%,7.6,003941,"MILUTINOV, NIKOLA",30,https://media-cdn.incrowdsports.com/bda87c73-25f0-44ae-a726-7161d6a42976.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
240,49.0,27.88605442176871,50.7%,54.7%,4.6%,15.3%,10%,1.5,13.6%,9.2%,38.5%,31.1%,24.7%,16.0,004888,"CLYBURN, WILL",34,https://media-cdn.incrowdsports.com/48bf0f02-5fb5-4baa-8065-f76661612dc0.png,IST;VIR,EFS;VIR,Anadolu Efes Istanbul;Virtus Bologna,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png
241,57.0,29.023099415204676,58.1%,61.3%,2.6%,13%,7.8%,1.5,17.2%,11.3%,31.6%,32.4%,26.9%,15.8,007831,"SHIELDS, SHAVON",30,https://media-cdn.incrowdsports.com/cc164c6b-d942-4733-a6ff-dc4544e1a6c2.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png
242,74.0,23.088738738738737,67.7%,70.3%,12.6%,19.4%,16.2%,0.7,12.6%,18.7%,57%,0%,46.5%,10.2,005791,"TAVARES, WALTER",32,https://media-cdn.incrowdsports.com/b4070997-623b-4a6e-94bc-65fd4694b0c5.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
243,57.0,25.976023391812866,49.7%,56.2%,1.9%,9.8%,5.7%,1.8,22.2%,12.3%,38.8%,17.1%,38.9%,19.6,009863,"BALDWIN IV, WADE",28,https://media-cdn.incrowdsports.com/2e29a079-eedd-4e4e-bb7a-b129c0c9575e.png,TEL;ULK,MTA;FBB,Maccabi Rapyd Tel Aviv;Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
244,51.0,25.054901960784314,64.8%,68.4%,12.5%,19.9%,16.1%,0.6,7.7%,12.9%,60.8%,7.3%,37.6%,9.4,009035,"BOLOMBOY, JOEL",30,https://media-cdn.incrowdsports.com/3a4cfafe-0f2b-451f-964c-cacb9f51bc2b.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
245,75.0,29.25133333333333,55.1%,58.9%,2.6%,10%,6.4%,1.2,16.5%,13.4%,37.2%,27.3%,19.8%,22.0,012774,"NUNN, KENDRICK",29,https://media-cdn.incrowdsports.com/78428dfc-c965-4e72-8eb6-5e362eeaa849.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
246,65.0,27.959743589743592,54.6%,61.1%,1.5%,8.9%,5.2%,1.5,15.9%,10.7%,36.4%,27.7%,33.2%,17.7,009862,"PUNTER, KEVIN",31,https://media-cdn.incrowdsports.com/8f94477e-6387-41cd-b9b4-08d5dc2db4b8.png,PAR;BAR,PAR;BAR,Partizan Mozzart Bet Belgrade;FC Barcelona,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
247,43.0,23.31860465116279,66.2%,68.6%,14.2%,19.8%,16.9%,0.7,6.6%,9.8%,67.9%,0.2%,51.4%,9.5,011199,"NEBO, JOSH",27,https://media-cdn.incrowdsports.com/96ccc0f9-fd2d-4da8-af58-8d1bfe2fd839.png,TEL;MIL,MTA;EA7,Maccabi Rapyd Tel Aviv;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png
248,29.0,24.983333333333334,52.7%,59.2%,6.7%,18.3%,12.3%,1.1,13.2%,11.8%,46.2%,15.4%,49.2%,14.3,003958,"THIEMANN, JOHANNES",29,https://media-cdn.incrowdsports.com/8d67d189-5722-4ac9-918c-70c114ff40d9.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
249,63.0,28.757407407407406,56.2%,64.7%,4.3%,15.3%,9.9%,1.0,10.3%,9.8%,43.6%,21.7%,50.6%,12.9,008987,"LEDAY, ZACH",30,https://media-cdn.incrowdsports.com/9e33219b-4fb2-46c7-bc55-2a04b583348a.png,PAR;MIL,PAR;EA7,Partizan Mozzart Bet Belgrade;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png
250,76.0,31.42214912280702,55.6%,60.6%,5.5%,13.5%,9.5%,1.3,10.9%,8.5%,37.2%,34.2%,29.4%,15.6,008962,"HAYES-DAVIS, NIGEL",30,https://media-cdn.incrowdsports.com/37b00e59-560b-4b65-a269-9d2b0b8776bc.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
251,76.0,25.52127192982456,53.3%,60.6%,3.1%,9.8%,6.7%,2.6,34.1%,13%,22.4%,21.8%,45%,18.3,005928,"CAMPAZZO, FACUNDO",33,https://media-cdn.incrowdsports.com/3d4b3199-c570-491d-b1cf-76f82c2e229c.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
252,34.0,26.96421568627451,50.1%,56%,2.2%,12.3%,7.2%,3.0,27.1%,8.9%,41.9%,14%,32.5%,19.7,013369,"JONES, CARLIK",27,https://media-cdn.incrowdsports.com/613ad222-b178-42f5-af77-75c2e22552a7.png,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
253,61.0,27.435792349726775,52.4%,58.7%,6.3%,15.4%,10.8%,1.2,16.4%,14.1%,43.4%,14.8%,44%,18.5,001133,"SHENGELIA, TORNIKE",33,https://media-cdn.incrowdsports.com/892c9315-559b-418b-bdab-a8e0e0d66add.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png
254,24.0,30.64027777777778,59.7%,64.3%,4.9%,14.5%,9.7%,1.6,10%,6.4%,60.2%,10.3%,41.8%,13.7,006835,"HOARD, JAYLEN",25,https://media-cdn.incrowdsports.com/e43108e6-9668-4d2c-8f49-626feda3dd50.png,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
255,63.0,29.224338624338625,56%,61.5%,1.1%,10.2%,5.7%,2.6,26.1%,10%,24.5%,31.8%,31%,18.5,007200,"LARKIN, SHANE",32,https://media-cdn.incrowdsports.com/29f7e3f7-2a14-4bf2-a5ab-3fb89fdfe607.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
256,34.0,27.387254901960784,58.7%,64.7%,2.1%,10.4%,6.3%,1.7,20%,11.6%,30.1%,28.8%,36.6%,19.5,011218,"EVANS, KEENAN",28,https://media-cdn.incrowdsports.com/361120a9-49f7-4657-9283-00420f51c365.png,ZAL;OLY,ZAL;OLY,Zalgiris Kaunas;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
257,80.0,30.477083333333333,48.8%,54.3%,1.6%,12.1%,6.8%,2.7,23.6%,8.6%,33.1%,25.3%,36.5%,23.0,005985,"JAMES, MIKE",34,https://media-cdn.incrowdsports.com/6798f111-3618-4825-b32e-11741d4229c0.png,MCO,ASM,AS Monaco,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
258,67.0,26.443283582089553,57%,63.2%,9.1%,18.2%,13.6%,0.9,12.4%,13.1%,38.4%,21.8%,53.5%,14.6,012201,"MONEKE, CHIMA",29,https://media-cdn.incrowdsports.com/c99df4e9-3587-4db0-8114-3972beeeb9d9.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
259,60.0,28.339722222222225,64.9%,66.3%,10.6%,16.6%,13.7%,0.8,10.8%,13.2%,55.5%,0.4%,81.9%,13.5,003842,"LESSORT, MATHIAS",29,https://media-cdn.incrowdsports.com/b283a9ed-2227-43ef-8f8c-97fdc76e8b12.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
260,33.0,27.593434343434346,52.1%,63.7%,1.8%,12.9%,7.4%,1.6,22.2%,14.1%,25.9%,23.2%,67.8%,20.9,007027,"MALEDON, THEO",23,https://media-cdn.incrowdsports.com/a8c1013c-4751-46eb-8a11-e792fdb2c495.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
261,51.0,27.08954248366013,59.1%,66.2%,8.1%,19.7%,13.9%,0.8,9.3%,11%,34%,31.8%,48.2%,16.5,000796,"MIROTIC, NIKOLA",33,https://media-cdn.incrowdsports.com/a771b68b-2056-4318-83a0-24b2ffb36d11.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png
262,37.0,27.329279279279277,52.4%,57%,1.9%,8.8%,5.3%,3.2,27.8%,8.6%,45.6%,8.5%,39.3%,26.3,012608,"SHORTS, TJ",27,https://media-cdn.incrowdsports.com/a3302ca0-0a06-4b2e-8065-f93d4b605f36.png,PRS,PBB,Paris Basketball,https://media-cdn.incrowdsports.com/a033e5b3-0de7-48a3-98d9-d9a4b9df1f39.png
263,38.0,30.39342105263158,61.7%,67.4%,7.3%,19%,13.1%,1.7,10.5%,6.1%,43.4%,27.8%,38.9%,17.6,003469,"VEZENKOV, SASHA",29,https://media-cdn.incrowdsports.com/da9926d3-ef9c-4704-930c-4be3eb1fd3c0.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
