playerRanking,games_played,gamesStarted,minutes,points,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,turnovers,blocks,blocksAgainst,personal_fouls,foulsDrawn,pir,player.code,player_name,player.age,player.imageUrl,team,player.team.tvCodes,team_name,player.team.imageUrl
619,38.0,25.0,27.077192982456143,14.1,2.6,6.3,40.6%,1.9,5.7,33.5%,3.2,3.9,83%,1.1,4.4,5.5,1.0,1.3,1.9,0.2,0.4,3.3,3.5,11.7,CLR,"JAGODNIK, GORAN",37,,SOP;LJU,PRO;UOL,Arka Gdynia;KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png;https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
620,52.0,37.0,26.704166666666666,11.3,2.2,4.7,46.7%,1.6,4.2,37.6%,2.2,2.7,80.3%,0.6,2.2,2.8,3.1,1.2,1.8,0.2,0.4,2.1,3.0,11.8,002821,"BOGDANOVIC, BOGDAN",24,https://media-cdn.cortextech.io/e91c1a57-a13d-4e5c-b446-3d3ad0750bb6.png,PAR;ULK,PAR;FNB,Partizan Mozzart Bet Belgrade;Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
621,239.0,131.0,19.914016736401674,10.8,3.8,6.8,55.1%,0.3,0.7,37.5%,2.4,3.2,75.2%,1.2,2.6,3.8,1.6,0.8,1.7,0.4,0.4,2.6,3.4,11.8,007870,"DAVIES, BRANDON",33,https://media-cdn.incrowdsports.com/81408ad9-aed4-4316-8d83-7f2f4eada6cf.png,ZAL;BAR;MIL;PAM;PAR,ZAL;FCB;EA7;VBC;PAR,Zalgiris Kaunas;FC Barcelona;EA7 Emporio Armani Milan;Valencia Basket;Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png;https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
622,30.0,17.0,23.671666666666667,11.7,2.7,5.0,53%,1.3,3.7,34.5%,2.6,3.3,79.6%,1.1,3.4,4.5,0.8,0.5,0.9,0.1,0.2,1.9,2.7,11.8,001925,"KLEIZA, LINAS",29,,OLY;ULK;MIL,OLY;FBU;EA7,Olympiacos Piraeus;Fenerbahce Beko Istanbul;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png
623,98.0,76.0,25.1,11.3,1.8,4.0,45.1%,1.7,4.4,39.2%,2.6,3.4,77.7%,0.3,2.2,2.5,4.0,0.7,2.0,0.0,0.2,2.8,3.9,11.8,004331,"DELANEY, MALCOLM",32,https://media-cdn.incrowdsports.com/dea79a0b-cb34-4637-9a53-778d2b2a0a94.png,MUN;TIV;BAR;MIL,BAY;LOK;FCB;AXM,FC Bayern Munich;Lokomotiv Kuban;FC Barcelona;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.incrowdsports.com/10d99d78-4206-411d-83d2-db7abc63c6ae.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png
624,77.0,28.0,22.940043290043292,11.9,2.4,5.1,46.7%,1.1,2.9,37%,3.8,4.6,84.1%,0.5,2.1,2.7,2.7,1.0,2.3,0.1,0.4,2.5,4.1,11.8,AGG,"BECIROVIC, SANI",28,,VIR;MES;FOR;PAN;ROM;LJU,VIR;MES;FOR;PAO;ROM;LJU,Virtus Bologna;KK Krka Novo Mesto;Fortitudo Pallacanestro Bologna 103;Panathinaikos AKTOR Athens;Pallacanestro Virtus Roma;KK Cedevita Olimpija,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png;https://media-cdn.incrowdsports.com/8838f790-f665-472a-8cea-527f9e4a2458.png;https://media-cdn.incrowdsports.com/0a746cc0-eb26-481a-bab5-457cfc51eae5.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/e5836b62-9939-4063-b5e5-cc2f5804c142.png;https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
624,55.0,39.0,22.697272727272725,9.2,2.7,5.0,55.3%,0.7,2.0,34.3%,1.7,2.0,82.1%,1.9,3.3,5.2,1.6,0.5,1.0,0.1,0.3,1.8,2.3,11.8,JEA,"MACVAN, MILAN",27,https://media-cdn.cortextech.io/374752b5-640e-4c72-a103-b70e0423d19b.png,TEL;PAR;GAL;MIL,MAC;PAR;GSL;EA7,Maccabi Playtika Tel Aviv;Partizan Mozzart Bet Belgrade;Galatasaray Spor Kulubu;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.cortextech.io/95056dbe-7949-4b65-921d-ed9b59c0791c.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png
626,100.0,50.0,23.5275,9.6,3.4,6.2,55.4%,0.0,0.1,15.4%,2.6,3.8,67.6%,1.3,3.3,4.6,1.8,1.4,2.3,0.3,0.3,3.4,4.2,11.8,AFQ,"PRKACIN, NIKOLA",33,,IST;PAN;CIB,EFS;PAO;CIB,Anadolu Efes Istanbul;Panathinaikos AKTOR Athens;KK Cibona,https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png
627,102.0,90.0,24.457679738562092,10.2,2.7,4.9,55.6%,1.1,3.0,37.8%,1.4,1.8,76.2%,1.5,3.5,5.0,0.6,1.1,0.7,0.4,0.1,2.0,1.8,11.9,009783,"COLSON, BONZIE",28,https://media-cdn.incrowdsports.com/8ac181cc-9967-4cd4-839e-7bc6b4bfcb4a.png,TEL;ULK,MTA;FBB,Maccabi Playtika Tel Aviv;Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
628,47.0,37.0,27.356382978723403,12.0,2.5,4.2,58.8%,1.4,3.5,41.7%,2.7,3.1,85.8%,0.4,1.8,2.2,1.9,1.4,1.8,0.1,0.2,2.9,3.4,11.9,ALH,"RIGAUDEAU, ANTOINE",32,,VIR;PAM,VIR;VBC,Virtus Bologna;Valencia Basket,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png;https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png
629,40.0,24.0,26.781666666666666,9.6,3.4,5.8,58.3%,0.0,0.0,50%,2.8,4.4,63.1%,3.0,3.0,6.0,1.1,0.7,1.9,0.4,0.3,3.7,4.2,11.9,AUK,"OSTOJIC, DJURO",27,,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
630,61.0,53.0,31.016120218579236,11.2,2.9,5.1,56.3%,1.2,2.9,41.9%,1.8,2.0,87.7%,0.5,1.5,2.0,2.5,1.4,1.1,0.0,0.2,2.0,2.2,11.9,ABL,"STEFANOV, VRBICA",34,,AEK;ULK;OLY;SIE,AEK;ULK;OLY;MPS,AEK Athens;Fenerbahce Beko Istanbul;Olympiacos Piraeus;Montepaschi Siena,https://media-cdn.incrowdsports.com/b51b0af8-ac03-4093-8858-9b4d71830fe7.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png
631,197.0,171.0,26.44103214890017,10.0,2.0,3.6,55.7%,1.1,3.0,38.4%,2.5,3.0,85.5%,0.7,2.9,3.7,1.3,0.8,1.0,0.2,0.2,2.2,3.3,12.0,001288,"LUCIC, VLADIMIR",35,https://media-cdn.incrowdsports.com/0339f7df-b2c2-480a-9abf-c2945868abac.png,PAR;PAM;MUN,PAR;VBC;BAY,Partizan Mozzart Bet Belgrade;Valencia Basket;FC Bayern Munich,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
632,38.0,15.0,25.73640350877193,10.9,2.0,4.2,47.5%,1.6,3.2,49.6%,2.1,2.7,80.2%,1.3,3.5,4.8,0.8,0.8,1.2,0.6,0.1,2.8,2.5,12.0,AYD,"TOMCZYK, DOMINIK",29,,WRO,WKS,WKS Slask Wroclaw,https://media-cdn.incrowdsports.com/0415061b-5374-4a0d-bc04-8fcbc8ad0bb3.png
633,48.0,33.0,24.350347222222222,10.5,3.1,6.0,52.1%,0.5,1.4,38.2%,2.6,3.0,88%,0.8,3.6,4.4,0.8,1.0,0.9,0.1,0.4,2.0,2.6,12.0,JWO,"MICKEAL, PETE",34,,BAS;BAR,BKN;FCB,Baskonia Vitoria-Gasteiz;FC Barcelona,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
634,41.0,38.0,30.2390243902439,13.1,4.8,8.7,55%,0.8,1.7,47.9%,1.0,1.8,57.3%,1.2,3.4,4.5,1.6,0.6,1.9,0.2,0.4,2.0,1.9,12.0,KOJ,"GREGORY, KENNY",33,,LEM;IST;LJU;NAN,LMS;EFS;UOL;SLU,Le Mans Sarthe Basket;Anadolu Efes Istanbul;KK Cedevita Olimpija;Stade Lorrain Universite Club Nancy Basket,https://media-cdn.incrowdsports.com/25203b2d-cb6c-4614-926a-e55109f98238.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.incrowdsports.com/c14fdcc4-5076-49e3-85e9-32d2eaa2c67b.png
635,67.0,31.0,20.78955223880597,11.4,4.2,7.1,58.9%,0.0,0.0,0%,3.0,4.2,72.8%,2.1,2.2,4.3,0.5,0.5,1.6,0.4,0.6,3.1,4.2,12.0,KNN,"PEKOVIC, NIKOLA",25,,PAN;PAR,PAO;PAR,Panathinaikos AKTOR Athens;Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
636,131.0,27.0,18.23613231552163,7.5,3.0,4.1,74%,0.0,0.0,0%,1.4,2.1,68.7%,1.8,3.0,4.9,0.5,0.5,0.5,0.9,0.1,1.9,2.0,12.0,011196,"HALL, DONTA",27,https://media-cdn.incrowdsports.com/6010eeec-accb-4644-8b7c-a9fd981dad19.png,MCO;BAS,ASM;BKN,AS Monaco;Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
637,71.0,57.0,24.860798122065727,11.4,4.4,8.4,52.9%,0.1,0.5,18.8%,2.3,3.5,64.3%,2.2,2.8,5.0,1.8,1.4,2.2,0.1,0.4,2.9,3.5,12.0,AIV,"MILIC, MARKO",32,,MAD;FOR;PES;LJU;ORL,RMD;FOR;PES;LJU;ORL,Real Madrid;Fortitudo Pallacanestro Bologna 103;Scavolini Pesaro;KK Cedevita Olimpija;Orleans Loiret Basket,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/0a746cc0-eb26-481a-bab5-457cfc51eae5.png;https://media-cdn.incrowdsports.com/4ea03b00-c6e0-455c-88a6-cf86640a8dd8.png;https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.incrowdsports.com/5aa68897-979f-4c9b-b620-cb69f227b992.png
638,123.0,88.0,21.62682926829268,11.3,4.3,7.3,59.1%,0.2,0.7,30.2%,2.1,2.8,75.6%,1.6,3.4,5.0,0.5,0.8,1.8,0.3,0.4,2.3,2.7,12.0,AJV,"BATISTE, MIKE",36,,CHA;ULK;PAN,CHA;FBU;PAO,Spirou Charleroi;Fenerbahce Beko Istanbul;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/fe2c3484-72ab-463e-bda7-587b5e980e37.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
639,91.0,42.0,25.093956043956045,12.6,1.8,3.4,51.9%,2.0,5.3,38.2%,2.9,3.5,82.8%,0.4,1.3,1.7,2.8,1.2,1.8,0.0,0.4,2.5,4.1,12.1,ATP,"POPOVIC, MARKO",37,,ZAD;BUD;PAM;CIB;IST;ZAL;DYR,ZAD;BUD;VBC;CIB;EFS;ZAL;ZEN,KK Zadar;KK Buducnost;Valencia Basket;KK Cibona;Anadolu Efes Istanbul;Zalgiris Kaunas;Zenit St Petersburg,https://media-cdn.incrowdsports.com/5bae1d8f-cf6e-4cce-affe-f528f1352cb5.png;https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png;https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/4c571fd6-52f1-428c-94a5-9143fbbb4fe3.png
640,68.0,45.0,27.850735294117644,13.4,2.3,4.8,47.4%,2.4,5.7,41.1%,1.7,2.3,73.4%,1.5,3.4,4.9,0.8,0.5,1.1,0.6,0.3,2.2,2.3,12.1,JZJ,"TELETOVIC, MIRZA",26,,BAS,CLA,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
641,78.0,20.0,20.164743589743587,9.6,3.3,5.5,59.2%,0.0,0.3,13.6%,2.9,4.1,71.2%,1.7,2.8,4.6,1.3,0.7,1.6,0.2,0.3,2.8,4.2,12.2,004418,"MCLEAN, JAMEL",29,https://media-cdn.cortextech.io/4efb3eb2-4cea-4cd3-ba29-433481be1ff3.png,BER;MIL;OLY,ALB;EA7;OLY,ALBA Berlin;EA7 Emporio Armani Milan;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
642,121.0,80.0,19.945592286501377,10.5,2.3,4.2,55%,1.4,3.5,41.2%,1.7,2.2,76.4%,1.0,3.2,4.3,0.9,0.6,0.9,0.5,0.1,1.4,2.3,12.2,005757,"RANDOLPH, ANTHONY",33,https://media-cdn.incrowdsports.com/d2915de8-a0c8-4ba4-a979-b9e249044f28.png,TIV;MAD,LOK;RMB,Lokomotiv Kuban;Real Madrid,https://media-cdn.incrowdsports.com/10d99d78-4206-411d-83d2-db7abc63c6ae.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
643,155.0,59.0,19.302580645161292,8.8,2.9,4.7,61.3%,0.0,0.0,50%,3.0,4.3,69.7%,2.1,2.8,4.9,0.5,0.5,0.9,0.8,0.3,2.5,3.5,12.2,003120,"GUDAITIS, ARTURAS",29,https://media-cdn.incrowdsports.com/925b2ddb-a6a2-4cd6-a35d-77086e723606.png,ZAL;MIL;DYR;PAN,ZAL;AXM;ZEN;PAO,Zalgiris Kaunas;EA7 Emporio Armani Milan;Zenit St Petersburg;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png;https://media-cdn.incrowdsports.com/4c571fd6-52f1-428c-94a5-9143fbbb4fe3.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
644,69.0,63.0,19.45048309178744,9.6,3.8,6.3,61.3%,0.0,0.0,0%,1.9,2.5,74.3%,2.2,2.6,4.9,0.4,0.4,0.8,1.2,0.3,2.2,2.2,12.2,003034,"PARAKHOUSKI, ARTSIOM",30,https://media-cdn.incrowdsports.com/1a4d27b2-aa3a-483e-ac9f-89667f327fba.png,NOV;UNK;TEL,NIZ;UNK;MTA,BC Nizhny Novgorod;UNICS Kazan;Maccabi Playtika Tel Aviv,https://media-cdn.incrowdsports.com/dddcfb2d-29ff-4588-a297-654b4cd72c68.png;https://media-cdn.incrowdsports.com/70b00b96-e98a-42ba-9997-39d70a895157.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
645,68.0,42.0,20.741911764705883,10.0,4.1,7.0,59.2%,0.0,0.1,25%,1.7,2.7,62.8%,1.2,3.1,4.2,1.7,0.8,1.2,0.2,0.4,1.8,2.5,12.2,LGD,"ELIYAHU, LIOR",27,,BAS;TEL,CLA;MAC,Baskonia Vitoria-Gasteiz;Maccabi Playtika Tel Aviv,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
646,54.0,45.0,26.65987654320988,11.6,3.0,6.1,49.5%,0.7,2.6,28.2%,3.3,4.2,77.9%,0.8,2.7,3.5,3.1,1.3,2.5,0.1,0.5,2.6,4.3,12.3,BDB,"COLLINS, DeJUAN",35,,BER;ZAL,BER;ZAL,ALBA Berlin;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
646,189.0,85.0,19.129541446208112,8.4,3.4,5.5,61.7%,0.0,0.1,26.3%,1.6,2.2,71.9%,2.2,3.3,5.5,0.9,0.6,1.0,1.0,0.3,2.2,2.1,12.3,004887,"POIRIER, VINCENT",31,https://media-cdn.incrowdsports.com/d24532c7-b1b3-42b5-b5e9-232d495fce34.png,BAS;MAD;IST,KBA;RMB;EFS,Baskonia Vitoria-Gasteiz;Real Madrid;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
648,175.0,138.0,19.529809523809526,9.0,3.7,6.2,58.9%,0.0,0.0,0%,1.7,2.8,59.8%,1.8,3.4,5.2,1.6,0.5,1.4,0.5,0.2,2.3,3.1,12.3,002507,"TOMIC, ANTE",32,https://media-cdn.incrowdsports.com/2667174b-7474-4889-8212-fc2acb612c1b.png,MAD;BAR,RMD;FCB,Real Madrid;FC Barcelona,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
649,74.0,50.0,24.979054054054053,10.7,3.6,7.1,50.9%,0.5,1.5,35.5%,1.9,2.4,76.1%,1.3,3.2,4.4,1.8,0.8,1.4,0.4,0.3,1.6,2.5,12.3,004425,"BROWN, DERRICK",32,https://media-cdn.incrowdsports.com/8fddf0db-25a5-4821-95d4-fbead11ac569.png,TIV;IST;RED,LOK;EFS;CZV,Lokomotiv Kuban;Anadolu Efes Istanbul;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/10d99d78-4206-411d-83d2-db7abc63c6ae.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
650,112.0,81.0,24.858184523809523,10.6,2.5,4.4,55.8%,1.3,3.1,40.9%,1.8,2.3,78.4%,1.0,3.4,4.4,1.3,0.9,1.3,0.4,0.2,1.6,2.3,12.4,010357,"YABUSELE, GUERSCHON",28,https://media-cdn.incrowdsports.com/7836b84b-e952-47c7-9683-4f8645eea386.png,ASV;MAD,ASV;RMB,LDLC ASVEL Villeurbanne;Real Madrid,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
651,179.0,134.0,25.345716945996276,11.7,3.3,6.7,49.1%,1.1,3.5,32.7%,1.7,2.0,85.1%,0.5,2.2,2.8,4.7,1.1,2.4,0.1,0.4,1.8,2.5,12.4,009622,"BROWN, LORENZO",34,https://media-cdn.incrowdsports.com/6094f620-9518-4136-a1a1-06b77c6ee708.png,RED;ULK;UNK;TEL;PAN,CZV;FNB;UNK;MTA;PAO,Crvena Zvezda Meridianbet Belgrade;Fenerbahce Beko Istanbul;UNICS Kazan;Maccabi Playtika Tel Aviv;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/70b00b96-e98a-42ba-9997-39d70a895157.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
652,126.0,95.0,23.341005291005292,11.4,3.2,6.1,52.4%,1.1,2.9,39.2%,1.7,2.0,83.2%,0.3,2.0,2.3,3.7,1.2,1.7,0.0,0.3,1.6,2.4,12.4,010568,"JONES, CHRIS",30,https://media-cdn.incrowdsports.com/7cbec5f6-7aa3-49d1-8db1-7dc304a70c37.png,TEL;ASV;PAM,MTA;ASV;VBC,Maccabi Playtika Tel Aviv;LDLC ASVEL Villeurbanne;Valencia Basket,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png;https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png
653,286.0,252.0,25.95425407925408,9.3,2.9,5.6,51.5%,0.9,2.9,29.8%,0.9,1.7,51.6%,0.5,3.3,3.9,6.2,1.3,2.3,0.1,0.4,2.3,2.3,12.5,001932,"CALATHES, NICK",35,https://media-cdn.incrowdsports.com/b3944598-7108-4b0a-a4e7-f8a628b8fbff.png,PAN;BAR;ULK;MCO,PAO;FCB;FBB;ASM,Panathinaikos AKTOR Athens;FC Barcelona;Fenerbahce Beko Istanbul;AS Monaco,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
654,214.0,173.0,25.6398753894081,13.2,1.8,3.8,47.3%,2.5,6.8,37.1%,2.1,2.4,85.3%,0.3,1.7,2.0,3.4,1.2,1.9,0.0,0.3,1.7,3.1,12.5,006661,"WILBEKIN, SCOTTIE",31,https://media-cdn.incrowdsports.com/dfcc2d01-1bfe-465a-81dd-f51457ff4287.png,DAR;TEL;ULK,DDI;MTA;FBB,Darussafaka Basketbol;Maccabi Playtika Tel Aviv;Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/9ceb124a-7ee1-4db5-8d8c-7d485980b989.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
655,128.0,78.0,23.268359375,10.8,3.7,7.3,50.2%,0.4,0.9,45.1%,2.2,2.8,78.8%,1.4,4.1,5.4,0.8,0.6,1.4,0.4,0.4,2.1,3.1,12.5,AKT,"ANDERSEN, DAVID",32,,VIR;CSK;BAR;SIE;ULK,VIR;CSK;FCB;MPS;FBU,Virtus Bologna;CSKA Moscow;FC Barcelona;Montepaschi Siena;Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
656,53.0,33.0,26.5251572327044,13.3,2.5,4.7,53%,2.2,6.2,36.2%,1.7,2.2,76.9%,0.5,2.3,2.8,1.7,2.1,1.3,0.5,0.2,2.1,2.4,12.5,CTN,"SMITH, CHARLES",35,,PES;MAD;IST;ROM,PES;RMD;EFS;ROM,Scavolini Pesaro;Real Madrid;Anadolu Efes Istanbul;Pallacanestro Virtus Roma,https://media-cdn.incrowdsports.com/4ea03b00-c6e0-455c-88a6-cf86640a8dd8.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/e5836b62-9939-4063-b5e5-cc2f5804c142.png
657,100.0,63.0,26.426,9.0,2.4,4.9,48.6%,0.8,2.7,31.5%,1.7,2.2,77.5%,0.8,2.5,3.3,5.3,1.7,2.6,0.1,0.2,2.0,2.8,12.5,006754,"HENRY, PIERRIA",29,https://media-cdn.incrowdsports.com/077c05d4-8009-41af-b7d3-0c3d5dffd65c.png,ULK;BAS,FBB;TDS,Fenerbahce Beko Istanbul;Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
